"Sticker ID","Type","Name/Description","Country/Category","Club","Position",DOB
"URU3","Player","Santiago Mele","Uruguay","CF Monterrey","Goalkeeper","1997-09-06"
"URU4","Player","Ronald Araújo","Uruguay","FC Barcelona","Defender","1999-03-07"
"URU5","Player","José María Giménez","Uruguay","Atlético Madrid","Defender","1995-01-20"
"URU6","Player","Sebastián Cáceres","Uruguay","Club América","Defender","1999-08-18"
"URU7","Player","Mathías Olivera","Uruguay","SSC Napoli","Defender","1997-10-31"
"URU8","Player","Guillermo Varela","Uruguay","Flamengo","Defender","1993-03-24"
"URU9","Player","Nahitan Nández","Uruguay","Al-Qadsiah","Defender","1995-12-28"
"URU10","Player","Federico Valverde","Uruguay","Real Madrid","Midfielder","1998-07-22"
"URU11","Player","Giorgian de Arrascaeta","Uruguay","Flamengo","Midfielder","1994-06-01"
"URU12","Player","Rodrigo Bentancur","Uruguay","Tottenham Hotspur","Midfielder","1997-06-25"
"URU13","Photo","Uruguay Team Photo","Uruguay","","",""
"URU14","Player","Manuel Ugarte","Uruguay","Manchester United","Midfielder","2001-04-11"
"URU15","Player","Nicolás de la Cruz","Uruguay","Flamengo","Midfielder","1997-06-01"
"URU16","Player","Maximiliano Araújo","Uruguay","Sporting CP","Forward","2000-02-15"
"URU17","Player","Darwin Núñez","Uruguay","Al-Hilal","Forward","1999-06-24"
"URU18","Player","Federico Viñas","Uruguay","Real Oviedo","Forward","1998-11-30"
"URU19","Player","Rodrigo Aguirre","Uruguay","Tigres UANL","Forward","1994-10-01"
"URU20","Player","Facundo Pellistri","Uruguay","Panathinaikos","Forward","2001-12-20"
"FRA1","Badge","France Team Crest","France","","",""
"FRA2","Player","Mike Maignan","France","AC Milan","Goalkeeper","1995-07-03"
"FRA3","Player","Théo Hernández","France","AC Milan","Defender","1997-10-06"
"FRA4","Player","William Saliba","France","Arsenal FC","Defender","2001-03-24"
"FRA5","Player","Jules Koundé","France","FC Barcelona","Defender","1998-11-12"
"FRA6","Player","Ibrahima Konaté","France","Liverpool FC","Defender","1999-05-25"
"FRA7","Player","Dayot Upamecano","France","Bayern Munich","Defender","1998-10-27"
"FRA8","Player","Lucas Digne","France","Aston Villa","Defender","1993-07-20"
"FRA9","Player","Aurélien Tchouaméni","France","Real Madrid","Midfielder","2000-01-27"
"FRA10","Player","Eduardo Camavinga","France","Real Madrid","Midfielder","2002-11-10"
"FRA11","Player","Manu Koné","France","AS Roma","Midfielder","2001-05-17"
"FRA12","Player","Adrien Rabiot","France","Olympique Marseille","Midfielder","1995-04-03"
"FRA13","Photo","France Team Photo","France","","",""
"FRA14","Player","Michael Olise","France","Bayern Munich","Forward","2001-12-12"
"FRA15","Player","Ousmane Dembélé","France","Paris Saint-Germain","Forward","1997-05-15"
"FRA16","Player","Bradley Barcola","France","Paris Saint-Germain","Forward","2002-09-02"
"FRA17","Player","Désiré Doué","France","Paris Saint-Germain","Forward","2005-06-03"
"FRA18","Player","Kingsley Coman","France","Bayern Munich","Forward","1996-06-13"
"FRA19","Player","Hugo Ekitiké","France","Eintracht Frankfurt","Forward","2002-06-20"
"FRA20","Player","Kylian Mbappé","France","Real Madrid","Forward","1998-12-20"
"SEN1","Badge","Senegal Team Crest","Senegal","","",""
"SEN2","Player","Édouard Mendy","Senegal","Al-Ahli Saudi FC","Goalkeeper","1992-03-01"
"SEN3","Player","Yehvann Diouf","Senegal","Stade de Reims","Goalkeeper","1999-11-07"
"SEN4","Player","Moussa Niakhaté","Senegal","Nottingham Forest","Defender","1996-03-08"
"SEN5","Player","Abdoulaye Seck","Senegal","Maccabi Haifa","Defender","1992-03-04"
"SEN6","Player","Ismail Jakobs","Senegal","Galatasaray","Defender","1999-08-17"
"SEN7","Player","El Hadji Malick Diouf","Senegal","Slavia Prague","Defender","2004-12-28"
"SEN8","Player","Kalidou Koulibaly","Senegal","Al-Hilal","Defender","1991-06-20"
"SEN9","Player","Idrissa Gana Gueye","Senegal","Everton","Midfielder","1989-09-26"
"SEN10","Player","Pape Matar Sarr","Senegal","Tottenham Hotspur","Midfielder","2002-09-14"
"SEN11","Player","Pape Gueye","Senegal","Villarreal CF","Midfielder","1999-01-24"
"SEN12","Player","Habib Diarra","Senegal","RC Strasbourg","Midfielder","2004-01-03"
"SEN13","Photo","Senegal Team Photo","Senegal","","",""
"SEN14","Player","Lamine Camara","Senegal","AS Monaco","Midfielder","2004-01-01"
"SEN15","Player","Sadio Mané","Senegal","Al-Nassr","Forward","1992-04-10"
"SEN16","Player","Ismaïla Sarr","Senegal","Crystal Palace","Forward","1998-02-25"
"SEN17","Player","Boulaye Dia","Senegal","Lazio","Forward","1996-11-16"
"SEN18","Player","Iliman Ndiaye","Senegal","Everton","Forward","2000-03-06"
"SEN19","Player","Nicolas Jackson","Senegal","Chelsea","Forward","2001-06-20"
"SEN20","Player","Krépin Diatta","Senegal","AS Monaco","Defender","1999-02-25"
"IRQ1","Badge","Iraq Team Crest","Iraq","","",""
"IRQ2","Player","Jalal Hassan","Iraq","Al-Zawraa","Goalkeeper","1991-05-18"
"IRQ3","Player","Rebin Sulaka","Iraq","Bangkok United","Defender","1992-04-12"
"IRQ4","Player","Hussein Ali","Iraq","Al-Shorta","Defender","2002-03-01"
"IRQ5","Player","Akam Hashem","Iraq","Al-Zawraa","Defender","1998-08-16"
"IRQ6","Player","Merchas Doski","Iraq","FC Utrecht","Defender","1999-12-07"
"IRQ7","Player","Zaid Tahseen","Iraq","Pakhtakor","Defender","2001-01-29"
"IRQ8","Player","Manaf Younis","Iraq","Al-Shorta","Defender","1996-11-16"
"IRQ9","Player","Zidane Iqbal","Iraq","FC Utrecht","Midfielder","2003-04-27"
"IRQ10","Player","Amir Al-Ammari","Iraq","Cracovia","Midfielder","1997-07-27"
"IRQ11","Player","Ibrahim Bayesh","Iraq","Al-Shorta","Midfielder","2000-05-01"
"IRQ12","Player","Ali Jasim","Iraq","Como 1907","Forward","2004-01-20"
"IRQ13","Photo","Iraq Team Photo","Iraq","","",""
"IRQ14","Player","Youssef Amyn","Iraq","AEK Larnaca","Midfielder","2003-08-21"
"IRQ15","Player","Aimar Sher","Iraq","Sarpsborg","Midfielder","2002-12-20"
"IRQ16","Player","Marko Farji","Iraq","Strømsgodset","Midfielder","2004-03-16"
"IRQ17","Player","Osama Rashid","Iraq","Deportivo La Coruña","Midfielder","1992-01-17"
"IRQ18","Player","Ali Al-Hamadi","Iraq","Ipswich Town","Forward","2002-03-01"
"IRQ19","Player","Aymen Hussein","Iraq","Al-Karma","Forward","1996-03-22"
"IRQ20","Player","Mohanad Ali","Iraq","Dibba","Forward","2000-06-20"
"NOR1","Badge","Norway Team Crest","Norway","","",""
"NOR2","Player","Ørjan Nyland","Norway","Sevilla FC","Goalkeeper","1990-09-10"
"NOR3","Player","Julian Ryerson","Norway","Borussia Dortmund","Defender","1997-11-17"
"NOR4","Player","Leo Østigård","Norway","Stade Rennais","Defender","1999-11-28"
"NOR5","Player","Kristoffer Vassbakk Ajer","Norway","Brentford FC","Defender","1998-04-17"
"NOR6","Player","Marcus Holmgren Pedersen","Norway","Torino FC","Defender","2000-07-16"
"NOR7","Player","David Møller Wolfe","Norway","AZ Alkmaar","Defender","2002-04-23"
"NOR8","Player","Torbjørn Heggem","Norway","West Bromwich Albion","Defender","1999-01-12"
"NOR9","Player","Morten Thorsby","Norway","Genoa CFC","Midfielder","1996-05-05"
"NOR10","Player","Martin Ødegaard","Norway","Arsenal FC","Midfielder","1998-12-17"
"NOR11","Player","Sander Berge","Norway","Fulham","Midfielder","1998-02-14"
"NOR12","Player","Andreas Schjelderup","Norway","SL Benfica","Forward","2004-06-01"
"NOR13","Photo","Norway Team Photo","Norway","","",""
"NOR14","Player","Patrick Berg","Norway","Bodø/Glimt","Midfielder","1997-11-24"
"NOR15","Player","Erling Haaland","Norway","Manchester City","Forward","2000-07-21"
"NOR16","Player","Alexander Sørloth","Norway","Atlético Madrid","Forward","1995-12-05"
"NOR17","Player","Aron Dønnum","Norway","Toulouse","Forward","1998-04-20"
"NOR18","Player","Jørgen Strand Larsen","Norway","Wolverhampton Wanderers","Forward","2000-02-06"
"NOR19","Player","Antonio Nusa","Norway","RB Leipzig","Forward","2005-04-17"
"NOR20","Player","Oscar Bobb","Norway","Manchester City","Forward","2003-07-12"
"ARG1","Badge","Argentina Team Crest","Argentina","","",""
"ARG2","Player","Emiliano Martínez","Argentina","Aston Villa","Goalkeeper","1992-09-02"
"ARG3","Player","Nahuel Molina","Argentina","Atlético Madrid","Defender","1998-04-06"
"ARG4","Player","Cristian Romero","Argentina","Tottenham Hotspur","Defender","1998-04-27"
"ARG5","Player","Nicolás Otamendi","Argentina","SL Benfica","Defender","1988-02-12"
"ARG6","Player","Nicolás Tagliafico","Argentina","Olympique Lyonnais","Defender","1992-08-31"
"ARG7","Player","Leonardo Balerdi","Argentina","Olympique Marseille","Defender","1999-01-26"
"ARG8","Player","Enzo Fernández","Argentina","Chelsea","Midfielder","2001-01-17"
"ARG9","Player","Alexis Mac Allister","Argentina","Liverpool FC","Midfielder","1998-12-24"
"ARG10","Player","Rodrigo De Paul","Argentina","Atlético Madrid","Midfielder","1994-05-24"
"ARG11","Player","Exequiel Palacios","Argentina","Bayer Leverkusen","Midfielder","1998-10-05"
"ARG12","Player","Leandro Paredes","Argentina","AS Roma","Midfielder","1994-06-29"
"ARG13","Photo","Argentina Team Photo","Argentina","","",""
"ARG14","Player","Nico Paz","Argentina","Como 1907","Midfielder","2004-09-08"
"ARG15","Player","Franco Mastantuono","Argentina","River Plate","Midfielder","2007-08-14"
"ARG16","Player","Nicolás González","Argentina","Juventus","Forward","1998-04-06"
"ARG17","Player","Lionel Messi","Argentina","Inter Miami","Forward","1987-06-24"
"ARG18","Player","Lautaro Martínez","Argentina","Inter Milan","Forward","1997-08-22"
"ARG19","Player","Julián Álvarez","Argentina","Atlético Madrid","Forward","2000-01-31"
"ARG20","Player","Giuliano Simeone","Argentina","Atlético Madrid","Forward","2002-12-18"
"ALG1","Badge","Algeria Team Crest","Algeria","","",""
"ALG2","Player","Alexis Guendouz","Algeria","Persepolis FC","Goalkeeper","1996-01-26"
"ALG3","Player","Ramy Bensebaini","Algeria","Borussia Dortmund","Defender","1995-04-16"
"ALG4","Player","Youcef Atal","Algeria","Al-Sadd","Defender","1996-05-17"
"ALG5","Player","Rayan Aït-Nouri","Algeria","Manchester City","Defender","2001-06-06"
"ALG6","Player","Mohamed Amine Tougai","Algeria","Espérance de Tunis","Defender","2000-01-22"
"ALG7","Player","Aïssa Mandi","Algeria","LOSC Lille","Defender","1991-10-22"
"ALG8","Player","Ismaël Bennacer","Algeria","Olympique Marseille","Midfielder","1997-12-01"
"ALG9","Player","Houssem Aouar","Algeria","Al-Ittihad","Midfielder","1998-06-30"
"ALG10","Player","Hicham Boudaoui","Algeria","OGC Nice","Midfielder","1999-09-23"
"ALG11","Player","Ramiz Zerrouki","Algeria","Feyenoord","Midfielder","1998-05-26"
"ALG12","Player","Nabil Bentaleb","Algeria","LOSC Lille","Midfielder","1994-11-24"
"ALG13","Photo","Algeria Team Photo","Algeria","","",""
"ALG14","Player","Farès Chaïbi","Algeria","Eintracht Frankfurt","Midfielder","2002-11-28"
"ALG15","Player","Riyad Mahrez","Algeria","Al-Ahli Saudi FC","Forward","1991-02-21"
"ALG16","Player","Saïd Benrahma","Algeria","NEOM SC","Forward","1995-08-10"
"ALG17","Player","Anis Hadj Moussa","Algeria","Feyenoord","Forward","2002-02-11"
"ALG18","Player","Amine Gouiri","Algeria","Olympique Marseille","Forward","2000-02-16"
"ALG19","Player","Baghdad Bounedjah","Algeria","Al-Shamal","Forward","1991-11-24"
"ALG20","Player","Mohammed Amoura","Algeria","VfL Wolfsburg","Forward","2000-05-09"
"AUT1","Badge","Austria Team Crest","Austria","","",""
"AUT2","Player","Alexander Schlager","Austria","Red Bull Salzburg","Goalkeeper","1996-02-01"
"AUT3","Player","Patrick Pentz","Austria","Bayer Leverkusen","Goalkeeper","1997-01-02"
"AUT4","Player","David Alaba","Austria","Real Madrid","Defender","1992-06-24"
"AUT5","Player","Kevin Danso","Austria","Tottenham Hotspur","Defender","1998-09-19"
"AUT6","Player","Philipp Lienhart","Austria","SC Freiburg","Defender","1996-07-11"
"AUT7","Player","Stefan Posch","Austria","Bologna FC","Defender","1997-05-14"
"AUT8","Player","Phillipp Mwene","Austria","1. FSV Mainz 05","Defender","1994-01-29"
"AUT9","Player","Alexander Prass","Austria","TSG Hoffenheim","Midfielder","2001-05-26"
"AUT10","Player","Xaver Schlager","Austria","RB Leipzig","Midfielder","1997-09-28"
"AUT11","Player","Marcel Sabitzer","Austria","Borussia Dortmund","Midfielder","1994-03-17"
"AUT12","Player","Konrad Laimer","Austria","Bayern Munich","Midfielder","1997-05-27"
"AUT13","Photo","Austria Team Photo","Austria","","",""
"AUT14","Player","Florian Grillitsch","Austria","TSG Hoffenheim","Midfielder","1995-08-07"
"AUT15","Player","Nicolas Seiwald","Austria","RB Leipzig","Midfielder","2001-05-04"
"AUT16","Player","Romano Schmid","Austria","Werder Bremen","Midfielder","2000-01-27"
"AUT17","Player","Patrick Wimmer","Austria","VfL Wolfsburg","Forward","2001-05-30"
"AUT18","Player","Christoph Baumgartner","Austria","RB Leipzig","Midfielder","1999-08-01"
"AUT19","Player","Michael Gregoritsch","Austria","SC Freiburg","Forward","1994-04-18"
"AUT20","Player","Marko Arnautović","Austria","Inter Milan","Forward","1989-04-19"
"JOR1","Badge","Jordan Team Crest","Jordan","","",""
"JOR2","Player","Yazeed Abulaila","Jordan","Maan SC","Goalkeeper","1993-01-08"
"JOR3","Player","Ihsan Haddad","Jordan","Al-Hussein SC","Defender","1994-02-05"
"JOR4","Player","Mohammad Abu Hashish","Jordan","Al-Hussein SC","Defender","1995-05-09"
"JOR5","Player","Yazan Al-Arab","Jordan","Selangor FC","Defender","1996-01-31"
"JOR6","Player","Abdallah Nasib","Jordan","Al-Hussein SC","Defender","1994-02-25"
"JOR7","Player","Saleem Obaid","Jordan","Al-Hussein SC","Defender","1992-01-17"
"JOR8","Player","Mohammad Abualnadi","Jordan","Al-Hussein SC","Defender","2001-02-08"
"JOR9","Player","Ibrahim Saadeh","Jordan","Al-Hussein SC","Midfielder","2000-04-27"
"JOR10","Player","Nizar Al-Rashdan","Jordan","Al-Faisaly SC","Midfielder","1999-03-23"
"JOR11","Player","Noor Al-Rawabdeh","Jordan","Al-Hussein SC","Midfielder","1997-02-24"
"JOR12","Player","Mohannad Abu Taha","Jordan","Al-Wehdat","Forward","2003-02-02"
"JOR13","Photo","Jordan Team Photo","Jordan","","",""
"JOR14","Player","Amer Jamous","Jordan","Al-Hussein SC","Forward","2002-07-03"
"JOR15","Player","Mousa Al-Taamari","Jordan","Montpellier HSC","Forward","1997-06-10"
"JOR16","Player","Yazan Al-Naimat","Jordan","Al-Ahli Saudi FC","Forward","1999-06-04"
"JOR17","Player","Mahmoud Al-Mardi","Jordan","Al-Hussein SC","Forward","1993-10-06"
"JOR18","Player","Ali Olwan","Jordan","Al Jazira","Forward","2000-03-26"
"JOR19","Player","Mohammad Abu Zrayq","Jordan","Al-Ramtha","Forward","1997-12-30"
"JOR20","Player","Ibrahim Sabra","Jordan","Al-Wehdat","Forward","2006-02-01"
"POR1","Badge","Portugal Team Crest","Portugal","","",""
"POR2","Player","Diogo Costa","Portugal","FC Porto","Goalkeeper","1999-09-14"
"POR3","Player","José Sá","Portugal","Wolverhampton Wanderers","Goalkeeper","1993-01-17"
"POR4","Player","Rúben Dias","Portugal","Manchester City","Defender","1997-05-14"
"POR5","Player","João Cancelo","Portugal","FC Barcelona","Defender","1994-05-27"
"POR6","Player","Diogo Dalot","Portugal","Manchester United","Defender","1999-03-18"
"POR7","Player","Nuno Mendes","Portugal","Paris Saint-Germain","Defender","2002-06-19"
"POR8","Player","Gonçalo Inácio","Portugal","Sporting CP","Defender","2001-08-25"
"POR9","Player","Bernardo Silva","Portugal","Manchester City","Midfielder","1994-08-10"
"POR10","Player","Bruno Fernandes","Portugal","Manchester United","Midfielder","1994-09-08"
"POR11","Player","Rúben Neves","Portugal","Al-Hilal","Midfielder","1997-03-13"
"POR12","Player","Vitinha","Portugal","Paris Saint-Germain","Midfielder","2000-02-13"
"POR13","Photo","Portugal Team Photo","Portugal","","",""
"POR14","Player","João Neves","Portugal","Paris Saint-Germain","Midfielder","2004-09-27"
"POR15","Player","Cristiano Ronaldo","Portugal","Al-Nassr","Forward","1985-02-05"
"POR16","Player","Francisco Trincão","Portugal","Sporting CP","Forward","1999-12-29"
"POR17","Player","João Félix","Portugal","FC Barcelona","Forward","1999-11-10"
"POR18","Player","Gonçalo Ramos","Portugal","Paris Saint-Germain","Forward","2001-08-20"
"POR19","Player","Pedro Neto","Portugal","Chelsea","Forward","2000-03-09"
"POR20","Player","Rafael Leão","Portugal","AC Milan","Forward","1999-06-10"
"COD1","Badge","Congo DR Team Crest","DR Congo","","",""
"COD2","Player","Lionel Mpasi-Nzau","DR Congo","Rodez AF","Goalkeeper","1994-08-01"
"COD3","Player","Aaron Wan-Bissaka","DR Congo","West Ham United","Defender","1997-11-26"
"COD4","Player","Axel Tuanzebe","DR Congo","Burnley FC","Defender","1997-11-14"
"COD5","Player","Arthur Masuaku","DR Congo","Beşiktaş","Defender","1993-11-07"
"COD6","Player","Chancel Mbemba","DR Congo","Olympique Marseille","Defender","1994-08-08"
"COD7","Player","Joris Kayembe","DR Congo","KRC Genk","Defender","1994-08-08"
"COD8","Player","Charles Pickel","DR Congo","US Cremonese","Midfielder","1997-05-15"
"COD9","Player","Ngal'ayel Mukau","DR Congo","LOSC Lille","Midfielder","2004-11-03"
"COD10","Player","Edo Kayembe","DR Congo","Watford FC","Midfielder","1998-06-03"
"COD11","Player","Samuel Moutoussamy","DR Congo","Fortuna Sittard","Midfielder","1996-08-12"
"COD12","Player","Noah Sadiki","DR Congo","Sunderland AFC","Midfielder","2004-12-17"
"COD13","Photo","Congo DR Team Photo","DR Congo","","",""
"COD14","Player","Théo Bongonda","DR Congo","Spartak Moscow","Forward","1995-11-20"
"COD15","Player","Meschak Elia","DR Congo","BSC Young Boys","Forward","1997-08-06"
"COD16","Player","Yoane Wissa","DR Congo","Brentford FC","Forward","1996-09-03"
"COD17","Player","Brian Cipenga","DR Congo","CD Castellón","Forward","1998-03-11"
"COD18","Player","Fiston Mayele","DR Congo","Pyramids FC","Forward","1994-06-24"
"COD19","Player","Cédric Bakambu","DR Congo","Real Betis","Forward","1991-04-11"
"COD20","Player","Nathanaël Mbuku","DR Congo","Montpellier HSC","Forward","2002-03-16"
"UZB1","Badge","Uzbekistan Team Crest","Uzbekistan","","",""
"UZB2","Player","Utkir Yusupov","Uzbekistan","Navbahor Namangan","Goalkeeper","1991-01-04"
"UZB3","Player","Farrukh Sayfiev","Uzbekistan","Pakhtakor","Defender","1991-01-17"
"UZB4","Player","Sherzod Nasrullaev","Uzbekistan","FC Nasaf","Defender","1997-06-23"
"UZB5","Player","Umar Eshmurodov","Uzbekistan","Pakhtakor","Defender","1992-03-03"
"UZB6","Player","Husniddin Aliqulov","Uzbekistan","Çaykur Rizespor","Defender","1999-04-15"
"UZB7","Player","Rustam Ashurmatov","Uzbekistan","Rubin Kazan","Defender","1996-07-07"
"UZB8","Player","Khojiakbar Alijonov","Uzbekistan","Pakhtakor","Defender","1997-04-19"
"UZB9","Player","Abdukodir Khusanov","Uzbekistan","Manchester City","Defender","2004-02-29"
"UZB10","Player","Odiljon Hamrobekov","Uzbekistan","Pakhtakor","Midfielder","1996-02-13"
"UZB11","Player","Otabek Shukurov","Uzbekistan","Kayserispor","Midfielder","1996-06-22"
"UZB12","Player","Jamshid Iskanderov","Uzbekistan","Navbahor Namangan","Midfielder","1993-10-16"
"UZB13","Photo","Uzbekistan Team Photo","Uzbekistan","","",""
"UZB14","Player","Azizbek Turgunboev","Uzbekistan","Sivasspor","Forward","1994-10-01"
"UZB15","Player","Khojimat Erkinov","Uzbekistan","Al-Wehda","Forward","2001-05-29"
"UZB16","Player","Eldor Shomurodov","Uzbekistan","AS Roma","Forward","1995-06-29"
"UZB17","Player","Oston Urunov","Uzbekistan","Persepolis FC","Midfielder","2000-12-19"
"UZB18","Player","Jaloliddin Masharipov","Uzbekistan","Esteghlal FC","Midfielder","1993-09-01"
"UZB19","Player","Igor Sergeev","Uzbekistan","Pakhtakor","Forward","1993-04-30"
"UZB20","Player","Abbosbek Fayzullaev","Uzbekistan","CSKA Moscow","Midfielder","2003-10-03"
"COL1","Badge","Colombia Team Crest","Colombia","","",""
"COL2","Player","Camilo Vargas","Colombia","Atlas FC","Goalkeeper","1989-03-09"
"COL3","Player","David Ospina","Colombia","Atlético Nacional","Goalkeeper","1988-08-31"
"COL4","Player","Dávinson Sánchez","Colombia","Galatasaray","Defender","1996-06-12"
"COL5","Player","Yerry Mina","Colombia","Cagliari Calcio","Defender","1994-09-23"
"COL6","Player","Daniel Muñoz","Colombia","Crystal Palace","Defender","1996-05-26"
"COL7","Player","Johan Mojica","Colombia","RCD Mallorca","Defender","1992-08-21"
"COL8","Player","Jhon Lucumí","Colombia","Bologna FC","Defender","1998-01-26"
"COL9","Player","Santiago Arias","Colombia","Bahia","Defender","1992-03-13"
"COL10","Player","Jefferson Lerma","Colombia","Crystal Palace","Midfielder","1994-10-25"
"COL11","Player","Kevin Castaño","Colombia","River Plate","Midfielder","2000-09-29"
"COL12","Player","Richard Ríos","Colombia","SL Benfica","Midfielder","2000-06-02"
"COL13","Photo","Colombia Team Photo","Colombia","","",""
"COL14","Player","James Rodríguez","Colombia","Minnesota United FC","Midfielder","1991-07-12"
"COL15","Player","Juan Fernando Quintero","Colombia","River Plate","Midfielder","1993-01-18"
"COL16","Player","Jorge Carrascal","Colombia","Flamengo","Midfielder","1998-05-25"
"COL17","Player","Jhon Arias","Colombia","Palmeiras","Midfielder","1997-09-21"
"COL18","Player","Jhon Córdoba","Colombia","Krasnodar","Forward","1993-05-11"
"COL19","Player","Luis Suárez","Colombia","Sporting CP","Forward","1997-12-02"
"COL20","Player","Luis Díaz","Colombia","Bayern Munich","Forward","1997-01-13"
"ENG1","Badge","England Team Crest","England","","",""
"ENG2","Player","Jordan Pickford","England","Everton","Goalkeeper","1994-03-07"
"ENG3","Player","John Stones","England","Manchester City","Defender","1994-05-15"
"ENG4","Player","Marc Guéhi","England","Crystal Palace","Defender","2000-07-13"
"ENG5","Player","Ezri Konsa","England","Aston Villa","Defender","1997-10-23"
"ENG6","Player","Trent Alexander-Arnold","England","Real Madrid","Defender","1998-10-07"
"ENG7","Player","Reece James","England","Chelsea","Defender","1999-12-08"
"ENG8","Player","Dan Burn","England","Newcastle United","Defender","1992-05-09"
"ENG9","Player","Jordan Henderson","England","Brentford FC","Midfielder","1990-06-17"
"ENG10","Player","Declan Rice","England","Arsenal FC","Midfielder","1999-01-14"
"ENG11","Player","Jude Bellingham","England","Real Madrid","Midfielder","2003-06-29"
"ENG12","Player","Cole Palmer","England","Chelsea","Midfielder","2002-05-06"
"ENG13","Photo","England Team Photo","England","","",""
"ENG14","Player","Morgan Rogers","England","Aston Villa","Forward","2002-07-26"
"ENG15","Player","Anthony Gordon","England","Newcastle United","Forward","2001-02-24"
"ENG16","Player","Phil Foden","England","Manchester City","Midfielder","2000-05-28"
"ENG17","Player","Bukayo Saka","England","Arsenal FC","Forward","2001-09-05"
"ENG18","Player","Harry Kane","England","Bayern Munich","Forward","1993-07-28"
"ENG19","Player","Marcus Rashford","England","FC Barcelona","Forward","1997-10-31"
"ENG20","Player","Ollie Watkins","England","Aston Villa","Forward","1995-12-30"
"CRO1","Badge","Croatia Team Crest","Croatia","","",""
"CRO2","Player","Dominik Livaković","Croatia","Fenerbahçe","Goalkeeper","1995-01-09"
"CRO3","Player","Duje Ćaleta-Car","Croatia","Real Sociedad","Defender","1996-09-17"
"CRO4","Player","Joško Gvardiol","Croatia","Manchester City","Defender","2002-01-23"
"CRO5","Player","Josip Stanišić","Croatia","Bayern Munich","Defender","2000-04-02"
"CRO6","Player","Luka Vušković","Croatia","Westerlo","Defender","2007-02-24"
"CRO7","Player","Josip Šutalo","Croatia","Ajax","Defender","2000-02-28"
"CRO8","Player","Kristijan Jakić","Croatia","FC Augsburg","Midfielder","1997-05-14"
"CRO9","Player","Luka Modrić","Croatia","Real Madrid","Midfielder","1985-09-09"
"CRO10","Player","Mateo Kovačić","Croatia","Manchester City","Midfielder","1994-06-06"
"CRO11","Player","Martin Baturina","Croatia","Dinamo Zagreb","Midfielder","2003-02-16"
"CRO12","Player","Lovro Majer","Croatia","VfL Wolfsburg","Midfielder","1998-01-17"
"CRO13","Photo","Croatia Team Photo","Croatia","","",""
"CRO14","Player","Mario Pašalić","Croatia","Atalanta","Midfielder","1995-02-09"
"CRO15","Player","Petar Sučić","Croatia","Dinamo Zagreb","Midfielder","2003-10-25"
"CRO16","Player","Ivan Perišić","Croatia","PSV Eindhoven","Forward","1989-02-02"
"CRO17","Player","Marco Pašalić","Croatia","Orlando City","Forward","2000-09-14"
"CRO18","Player","Ante Budimir","Croatia","Osasuna","Forward","1991-07-22"
"CRO19","Player","Andrej Kramarić","Croatia","TSG Hoffenheim","Forward","1991-06-19"
"CRO20","Player","Franjo Ivanović","Croatia","Union Saint-Gilloise","Forward","2003-10-01"
"GHA1","Badge","Ghana Team Crest","Ghana","","",""
"GHA2","Player","Lawrence Ati-Zigi","Ghana","St. Gallen","Goalkeeper","1996-11-29"
"GHA3","Player","Tariq Lamptey","Ghana","Brighton & Hove Albion","Defender","2000-09-30"
"GHA4","Player","Mohammed Salisu","Ghana","AS Monaco","Defender","1999-04-17"
"GHA5","Player","Alidu Seidu","Ghana","Stade Rennais","Defender","2000-06-04"
"GHA6","Player","Alexander Djiku","Ghana","Fenerbahçe","Defender","1994-08-09"
"GHA7","Player","Gideon Mensah","Ghana","AJ Auxerre","Defender","1998-07-18"
"GHA8","Player","Caleb Yirenkyi","Ghana","FC Nordsjælland","Midfielder","2006-01-15"
"GHA9","Player","Abdul Fatawu Issahaku","Ghana","Leicester City","Midfielder","2004-03-08"
"GHA10","Player","Thomas Partey","Ghana","Arsenal FC","Midfielder","1993-06-13"
"GHA11","Player","Salis Abdul Samed","Ghana","Sunderland AFC","Midfielder","2000-03-26"
"GHA12","Player","Kamaldeen Sulemana","Ghana","Atalanta","Forward","2002-02-15"
"GHA13","Photo","Ghana Team Photo","Ghana","","",""
"GHA14","Player","Mohammed Kudus","Ghana","West Ham United","Midfielder","2000-08-02"
"GHA15","Player","Iñaki Williams","Ghana","Athletic Club","Forward","1994-06-15"
"GHA16","Player","Jordan Ayew","Ghana","Leicester City","Forward","1991-09-11"
"GHA17","Player","André Ayew","Ghana","Le Havre AC","Forward","1989-12-17"
"GHA18","Player","Joseph Paintsil","Ghana","LA Galaxy","Forward","1998-02-01"
"GHA19","Player","Osman Bukari","Ghana","Austin FC","Forward","1998-12-13"
"GHA20","Player","Antoine Semenyo","Ghana","AFC Bournemouth","Forward","2000-01-07"
"PAN1","Badge","Panama Team Crest","Panama","","",""
"PAN2","Player","Orlando Mosquera","Panama","Al-Fayha","Goalkeeper","1994-12-25"
"PAN3","Player","Luis Mejía","Panama","Nacional","Goalkeeper","1991-03-16"
"PAN4","Player","Fidel Escobar","Panama","Deportivo Saprissa","Defender","1995-01-09"
"PAN5","Player","Andrés Andrade","Panama","LASK","Defender","1998-10-16"
"PAN6","Player","Michael Amir Murillo","Panama","Olympique Marseille","Defender","1996-02-11"
"PAN7","Player","Eric Davis","Panama","Árabe Unido","Defender","1991-03-31"
"PAN8","Player","José Córdoba","Panama","Norwich City","Defender","2001-02-03"
